Y,Ux
0.007967394815091455, -0.0004471176844034197
0.0224012710772451, -0.001161811795323986
0.033230397130917244, -0.002194673630385058
0.04847661525420688, -0.0034857509242114393
0.05937714634659208, -0.005035043676803019
0.06988332558896937, -0.0066442886947699065
0.07679419984591096, -0.007358982805690473
0.09097088708556034, -0.009793585702620122
0.1010559782387156, -0.012006861063465213
0.11473544028153893, -0.015105446568648373
0.12288830594976796, -0.01742938569753566
0.13215539514382868, -0.019098582980877743
0.1458713365375589, -0.024917634001728195
0.15508072608468315, -0.026466926754319775
0.163978309334897, -0.030668423583581128
0.1772923641518167, -0.035246252352338525
0.19117796918383745, -0.04011545814619771
0.20573944114986453, -0.046865947996775126
0.2173832995099132, -0.05228847263084552
0.22798821048338258, -0.057710997264915964
0.24113187080061926, -0.06414797733678312
0.2511104288165484, -0.07087998566194403
0.25869905735037196, -0.07514054073157073
0.2706346763727377, -0.08327432768267634
0.2827484413944253, -0.09153722236316447
0.29671466411753367, -0.10031654796118322
0.31737927417447, -0.11426018273450703
0.32849548677283663, -0.1220066464974647
0.3374739473793399, -0.12820381750783083
0.3498727622931631, -0.13672492764708427
0.35831690710085407, -0.14292209865745042
0.37051672506629685, -0.14974178153611134
0.38377309436129803, -0.15859488297949154
0.398525378559861, -0.1636854163094352
0.4100108761184574, -0.1677107826989151
0.4186317252575204, -0.16946754184352888
0.43493136497506335, -0.1677107826989153
0.44541771425647214, -0.16616148994632385
0.4548914480322347, -0.16151361168854933
0.46593167719693596, -0.15423193575136931
0.4770849650184838, -0.14400660358426534
0.4852885363526191, -0.13285169576560646
0.49391892489020595, -0.11968270736857864
0.5030506537850249, -0.10360879506044174
0.511576784041472, -0.08740577502292213
0.5193364710237128, -0.06933069290935451
0.5263173346011087, -0.05049937081675532
0.5363481003180581, -0.02104440212025227
0.540902788634551, -0.00580969005310239
0.5479541800382707, 0.01528561890300878
0.5568004296225098, 0.0491902026638964
0.5613979329053711, 0.06576763511662564
0.5678015107080014, 0.0917957533601631
0.5731368479502986, 0.11658443740162733
0.5760184872892791, 0.1282041330460637
0.580678327977385, 0.14886136974728392
0.5847681910803733, 0.16964771417788682
0.5878447686190234, 0.1843659953275062
0.5917748461455076, 0.20353849314082617
0.5946292525302727, 0.22082970689742787
0.598287685702714, 0.23809325471201914
0.6015182472675791, 0.2566847677431173
0.6047187303836536, 0.27383765178966624
0.6077056442934008, 0.29049254888002496
0.6104792229209143, 0.3059080117683106
0.6130391485483949, 0.3210910807437075
0.6211791986648381, 0.3674684403161189
0.6240100488961917, 0.3868253589608047
0.6271655336287305, 0.4068186130537714
0.6297847706520299, 0.422182432850304
0.6316680836397169, 0.4367716062705407
0.6356499023244586, 0.4613020748532397
0.6384222345206061, 0.48066823426063365
0.6419411424452484, 0.5046822719258022
0.6446070025189247, 0.522808997131123
0.6486168944225373, 0.5486821860994012
0.6511336837488217, 0.5651046892768713
0.6536258866054158, 0.5820362457873358
0.6556969178594514, 0.598414483457589
0.6585222539384428, 0.6191362740235006
0.6606012994202974, 0.6343064322259591
0.662520762990904, 0.6472172051642217
0.6667864910423483, 0.6751044747108691
0.6693436305291285, 0.6991185123760376
0.6722230702833454, 0.7177100254071357
0.6752083956040966, 0.739400123943417
0.6779950512867401, 0.7617542050879519
0.680858334567158, 0.7831676442041274
0.6846965692465014, 0.8111840214801574
0.692156135107671, 0.877287178924062
0.6971204058917616, 0.916904807883188
0.700726132823583, 0.9463856356896437
0.7024469628919987, 0.96144235413884
0.7050307907876828, 0.9866921747778897
0.7066511543011571, 0.9989066600024962
